Episode,Timestep,State,Action,Human_Reward,Environment_Reward,Learning_Mode,Update_Type,TD_Target,Model_Error
1,445,[-0.36747447  0.02513181],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-4.597402896116266,0.39428322513409286
1,446,[-0.34347123  0.02400323],0,0,-1.0,hybrid,Hybrid_TD_Supervised,-4.684705933725402,0.44019766195555743
1,447,[-0.3217542   0.02171707],2,0,-1.0,hybrid,Hybrid_TD_Supervised,-4.607814542542375,0.3629171158488296
1,448,[-0.3004601   0.02129406],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-4.628846575932005,0.40875419265847546
1,449,[-0.28071737  0.01974274],2,0,-1.0,hybrid,Hybrid_TD_Supervised,-4.591385242822342,0.3756236618798845
1,450,[-0.26163927  0.0190781 ],0,0,-1.0,hybrid,Hybrid_TD_Supervised,-4.706339616561821,0.45807327318021196
1,451,[-0.2453298   0.01630948],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-4.745685455316059,0.4204296110282679
1,452,[-0.23087323  0.01445656],2,0,-1.0,hybrid,Hybrid_TD_Supervised,-4.737742306929784,0.3901727388164722
1,453,[-0.2173406   0.01353262],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-4.8018296751099605,0.4210484716084937
1,454,[-0.20579512  0.01154548],0,0,-1.0,hybrid,Hybrid_TD_Supervised,-4.894001104707806,0.4410131274677398
1,455,[-0.19728814  0.00850699],0,0,-1.0,hybrid,Hybrid_TD_Supervised,-4.958215730306241,0.4045760910017919
1,456,[-0.1918559   0.00543224],0,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.006561689140719,0.3708318577579166
1,457,[-0.18952088  0.00233503],2,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.0140475006562335,0.3983070718330013
1,458,[-0.18829253  0.00122834],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.059715542386279,0.40400093155459205
1,459,[-0.18917583 -0.0008833 ],0,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.09320455167101,0.34825215786855956
1,460,[-0.19316721 -0.00399138],2,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.11209474631856,0.4017291880692744
1,461,[-0.19825043 -0.00508322],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.146798116839038,0.39634930772014165
1,462,[-0.20540437 -0.00715394],2,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.184964821530886,0.40208561476634364
1,463,[-0.21359849 -0.00819412],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.210275777964251,0.39027916118120975
1,464,[-0.22379667 -0.01019817],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.222319367576547,0.3750833658610202
1,465,[-0.23595223 -0.01215557],2,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.249679297477358,0.4025662973826014
1,466,[-0.2490072  -0.01305496],2,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.318919874726945,0.40126364908190304
1,467,[-0.26289645 -0.01388925],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.31606067880859,0.37597964824566743
1,468,[-0.2785476  -0.01565119],0,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.238365752950982,0.3440481100413284
1,469,[-0.29687557 -0.01832794],2,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.292032591305793,0.404848246906957
1,470,[-0.3157758  -0.01890025],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.272306050770018,0.3715208004109307
1,471,[-0.33613572 -0.02035989],0,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.173781440788171,0.33717151046202787
1,472,[-0.35882863 -0.02269291],2,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.257750945173912,0.4161716946376828
1,473,[-0.3817076  -0.02287897],0,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.1668142641073915,0.3417120785375416
1,474,[-0.4066189  -0.02491131],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.161392558210415,0.38665717187366955
1,475,[-0.43238968 -0.02577076],0,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.114533121936719,0.35023576824719216
1,476,[-0.459836   -0.02744632],1,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.1250049830754545,0.3933003621060074
1,477,[-0.48775762 -0.02792163],2,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.208869748808548,0.4327513691062084
1,478,[-0.51494753 -0.02718993],0,0,-1.0,hybrid,Hybrid_TD_Supervised,-5.154794586756525,0.3492993103033486
